都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_英語,POIコード,住所,方書,緯度,経度,定休日,開始時間,終了時間,利用可能日時特記事項,料金（基本）,料金（詳細）,説明,説明_英語,アクセス方法,駐車場情報,バリアフリー情報,連絡先名称,連絡先電話番号,連絡先内線番号,画像,画像_ライセンス,URL,備考
042021,0000000906,宮城県,石巻市,Reborn-Art Festival 2021-22,リボーンアートフェスティバル2021-22,,,宮城県石巻市牡鹿半島ほか,,38.434456,141.302902,,,,,,,会場となるエリアを巡りながら、国内外のアーティスト達による現代アート作品を鑑賞できます。牡鹿半島の素晴らしいロケーションも必見です。また会期中には音楽イベントの開催や、石巻の豊かな食材を使った地元シェフによる料理などを楽しむことができます。,,JR石巻線・仙石線　石巻駅(最寄り駅),,,"（一社）Reborn-Art Festival						

",0225-90-4726,,,,https://www.reborn-art-fes.jp/,
042153,0000000907,宮城県,大崎市,株式会社 一ノ蔵,イチノクラ,,,宮城県大崎市松山千石字大欅14番地,,38.515076,141.049515,土日祝日,,,9:30～16:00,無料,,"宮城県の歴史ある4つの酒蔵がひとつになり、1973年に誕生した一ノ蔵は、自然との共生を大切にし、伝統を守っていくこと、お客様に満足していただくこと、地域振興につなげることを企業の原点にしています。伝統の技を頑なに守りながら、手をかけ、心を込めた高品質の日本酒を製造し続ける一方で、低アルコール酒「ひめぜん」や発泡清酒「すず音」に代表される醸造発酵技術を応用した商品開発にも積極的に取り組み、日本酒の新たな市場を創造しています。＜最新の情報はコチラから＞Twitter：<a href=""https://twitter.com/ichinokura_sake"" rel=""noopener noreferrer"" target=""_blank"">https://twitter.com/ichinokura_sake</a>Instagram：<a href=""https://www.instagram.com/ichinokura_sake/?hl=ja"">https://www.instagram.com/ichinokura_sake/?hl=ja</a>Facebook：<a href=""https://www.facebook.com/Ichinokura.Sake"">https://www.facebook.com/Ichinokura.Sake</a>",,"東北自動車道「古川I.C」「大和I.C」より30 分
JR東北本線「松山町駅」下車→「松山町駅」よりタクシーで10分（仙台駅?松山町駅までの所要時間40分）※松山町駅からのタクシーは事前予約が必要です。",10台,,株式会社一ノ蔵,0229-55-3322,,,,https://ichinokura.co.jp/,
042064,0000000908,宮城県,白石市,蔵王酒造株式会社,ザオウシュゾウ,,,宮城県白石市東小路120-1,,38.003895,140.621262,会社:土、日、祝日　　展示館:土、日、祝日、年末年始　※HP要確認,,,10:00～16:00,無料,,蔵王酒造は1873年創業(明治6年)。蔵王連峰の伏流水と蔵王颪の寒風、土地の恵みを一身に受けて、酒造りをしています。現在は若手が台頭し、チャレンジを続けながら蔵王の美酒を造っています。展示館では、昔の道具の展示や酒造りの説明パネルを見ることもでき、もちろん試飲・販売もしております。中にはここでしか買えない限定のお酒も！予約制の蔵見学も行っており、蔵人が丁寧にご案内させていただきます（12月～2月）。実際の物を『見て・嗅いで・聴いて・触って・味わって』五感で酒造りを感じていただけます！白石にお越しの際はぜひお立ち寄りください。,,"JR白石駅より徒歩10分
JR白石蔵王駅より徒歩20分
東北自動車道白石ICより車10分",2台,,蔵王酒造株式会社,0224-25-3355,,,,https://www.zaoshuzo.com/,
042056,0000000909,宮城県,気仙沼市,株式会社男山本店　／　魚町店舗（小売部）,オトコヤマホンテン／サカナマチテンポ,,,宮城県気仙沼市入沢3番8号,,38.908031,141.573761,本社　日曜日、祝日　／　魚町店舗（小売部）　火曜定休,,,本社　8時30分～17時まで　／　魚町店舗（小売部）　10時～17時まで,蔵見学料（お土産付￥1000税込）※事前予約が必要、日曜日定休、（5月~８月/日・祝日定休、9月～4月/要問合せ）,,1912年、男山本店は日本有数の港まち・宮城県気仙沼に創業いたしました。以来、美しい自然と豊富な食材に恵まれたこの地で、100年以上にもわたって酒造りの歴史を刻みつづけてまいりました。これからもずっと、海と空とが蒼く蒼く染まるこのまちの風景のような酒を、造りつづけてまいります。魚町店舗（小売部）では3階が見学スペースとなっており震災当時や震災後の再建の様子などが展示パネルにて観覧できます。また、1階は売店や試飲スペースがあり、季節ごとに変わる試飲が楽しめます。,,"お車をご利用の場合
◆東北自動車道「一関IC」下車→国道284号線を気仙沼方面へ約1時間10分
◆三陸道「気仙沼IC」下車→国道45号線を気仙沼方面へ約10分

公共交通機関をご利用の場合
◆JR一ノ関駅より大船渡線→気仙沼駅下車→タクシーで10分
◆仙台駅・一ノ関駅からそれぞれ気仙沼直通バスも運行中","５台
",,株式会社男山本店,0226-24-8088,,,,https://www.kesennuma.co.jp,
044458,0000000910,宮城県,加美町,株式会社　田中酒造店,タナカシュゾウテン,,,宮城県加美郡加美町字西町88-1,,38.571815,140.856461,"日曜、祝祭日、第2,3土曜日",,,8：00～17：00,,,蔵のある加美町（旧中新田）は仙台市北西部に位置し、奥羽山脈から吹き降ろす冷たい北西風によって冬は雪が多く酒造りには最適の地です。太物（呉服）、古着の販売をしていた初代田中林兵衛は事業意欲が旺盛で副業として寛政元年（1789年）に酒造業を始めました。伊達家の藩政時代には、「東華正宗」の銘柄で地元を中心に酒を販売。真鶴の酒名の由来は、庭で舞い遊ぶ鶴をこよなく愛した当時の城主の奥方が詠んだ歌より付けられたと伝えられている。,,"●JR陸羽東線西古川駅よりバスで15分　
●東北自動車道古川ICより20分","第一駐車場約10台
第二駐車場約2台",,株式会社　田中酒造店,0229-63-3005,,,,http://www.manatsuru.co.jp/,
042111,0000000911,宮城県,岩沼市,金蛇水神社,カナヘビスイジンジャ,,,宮城県岩沼市三色吉字水神7,,38.11953,140.838562,,,,参拝は24時間可,,,金蛇沢と称される深い谷の出口に鎮座する、水神信仰の霊場。巳（へび）をご神体とし、商売繁昌・金運円満や厄除開運・病気平癒、さらには海上安全・大漁満足などにご利益がある人気のパワースポットです。境内には樹齢300年といわれる藤棚や東北を代表する1000坪の広さを誇る牡丹園などもあり、四季折々で美しい姿を披露しています。7月の「弁財天例祭」では弁財天神像が御開帳され、10月には収穫に感謝する「秋季例祭」が開催されます。中でも5月の「花まつり」と「春季例大祭」には多くの方が神社を訪れ、藤やツツジ、牡丹などの花々を楽しんでいます。,,"・JR常磐線・東北本線岩沼駅から車で約10分、徒歩約40分
※駅前タクシー乗り場あり。
・仙台東部道路岩沼ICから車で約15分",第１駐車場７５台、第２駐車場８０台、第３駐車場８９台（いずれも無料）,,金蛇水神社,0223－22－2672,,,,http://kanahebi.cdx.jp/,
042111,0000000912,宮城県,岩沼市,竹駒神社,タケコマジン,,,宮城県岩沼市稲荷町１－１,,38.104763,140.862061,,,,6：00～17：00,,,平安時代の創建といわれ、日本三稲荷の一社に数えられる竹駒神社。人間の衣食住を司る倉稲魂神・保食神・稚産霊神が祀られているため古くから人々の信仰を集めてきました。宮城県の有形文化財に指定された唐門は、柱の根巻に刻まれた年号から天保13年（1842）に建てられたと考えられています。江戸時代後期から末期に県内でつくられた神社建築の代表的な建物として高い評価を受けていました。毎年1月の初詣には、県内外から多くの参拝客が集まります。3月に開催される竹駒神社最大の行事「初午大祭」で、神輿渡御の先陣を飾る竹駒奴は必見。岩沼市の指定文化財ともなっており、挟箱と槍を投げ渡す妙技は圧巻です。,,"JR常磐線・東北本線岩沼駅から徒歩約20分
仙台東部道路岩沼ICから車で約10分 ",第1駐車場、第2駐車場（いずれも無料）,,竹駒神社,0223－22－2101,,,,https://takekomajinja.jp/index.html,
041009,0000000913,宮城県,仙台市,万華鏡デザインのオリジナルワインラベルづくり,マンゲキョウデザインノオリジナルワインラベルヅクリ,,,宮城県仙台市太白区茂庭字松場1-2,,38.22147,140.74176,当館HPでご確認ください,,,9：30～17：00（最終入館16：30）,"○入館料
一般・大学生900円/小中高生・70歳以上450円
※20名以上で720円",,"～ 手づくりした万華鏡の映像でオリジナルのワインラベルを作ろう！～<br>＜体験の流れ＞<br>①万華鏡美術館で、以下の中からお好きな万華鏡を作ります。（約10分～30分　※個人差があります）<br>　〇かんたん万華鏡（体験料 1,200円）　https://sendai-experience.com/ja/ex/197<br>　〇天然石の手づくり万華鏡（3,960円）　https://sendai-experience.com/ja/ex/198<br>　〇着せ替え万華鏡（4,100円）　https://sendai-experience.com/ja/ex/200<br>②作った万華鏡の映像をスタッフが撮影します。<br>③写真を選ぼう！　撮影した中から写真を1枚選びます。<br>④ラベルサイズを選ぼう！<br>　サイズごとにデザインが異なります。お求めのワインの種類をご確認ください。<br>　A: 小さいサイズ（8cm&times;8cm）・・・シードル、パンジ、ペディアンのボトルサイズ対応<br>　B: 大きいサイズ（16cm&times;7cm）・・・基本のワインボトルサイズ対応<br>⑤プリントする文字・メッセージを決めよう！（撮影、プリントには15分くらいお時間が掛かります）<br>　小さいラベルの場合：日本語18文字。英語30文字。<br>　大きいラベルの場合：日本語19文字。英語40文字。<br>（例）<br>　Happy! Happy! Birthday Daddy!<br>おじいちゃん、おばあちゃん長生きしてね<br>祝　還暦！<br><br>⑥秋保ワイナリーでワインやシードルを購入し、ラベルを貼ります。<br>　世界に一つだけのオリジナルワインボトルの出来上がり♪<br><br>※ラベルは複数枚作成いただけます。（ラベル1枚につき500円）<br>※先に⑥秋保ワイナリーでワインを購入し、①美術館にお越しの場合は、美術館でボトルへのラベル貼りとなります。",,東北自動車道　仙台南ICよお車で約15分,"普通自動車40台
大型自動車4台",,仙台万華鏡美術館,022-304-8080,,,,http://www.iyashisekai.com,
042030,0000000914,宮城県,塩竈市,浦霞醸造元 株式会社佐浦 / 浦霞 酒ギャラリー,ウラカスミジョウゾウモト　カブシキガイシャサウラ / ウラカスミ サケギャラリー,,,宮城県塩釜市本町２－１９,,38.31652371759629,141.01927632008855,毎週日曜日、年末年始、その他臨時休業日有り,,,10:00?17:00,,,"「浦霞発、日本酒文化の発信」をテーマに、「地元でしか買えない、味わえない」という宮城県内限定の浦霞製品をはじめ、陶器やガラスの酒器などを展示・販売しています。また、地元塩竈で作られた「塩竈オリジナル」を発信する商品など、お酒や塩竈の様々な情報発信の場となっているのが本社に併設された「浦霞 酒ギャラリー」です。ここでは、蔵ガイドやきき酒カウンター、宮城県在住の作家の作品展示、浦霞オリジナルグッズ、浦戸諸島のお母さんたちが作る牡蠣や生のりの佃煮等も販売。浦霞のお酒に関することから、宮城や地元塩竈の魅力までを存分にお楽しみ頂けます。<br>＜最新の情報はコチラから＞facebook：　<a href=""https://www.facebook.com/urakasumi/"" rel=""noopener noreferrer"" target=""_blank"">https://www.facebook.com/urakasumi/</a>instagram：　<a href=""https://www.instagram.com/urakasumi_sake/"" rel=""noopener noreferrer"" target=""_blank"">https://www.instagram.com/urakasumi_sake/</a>",,JR仙石線 本塩釜駅より徒歩約7分,あり,,浦霞醸造元 株式会社佐浦,022-362-4165,,,,https://www.urakasumi.com/,
042056,0000000915,宮城県,気仙沼市,株式会社 角星,カブシキガイシャ カクボシ,,,宮城県気仙沼市太田1-4-10,,38.908653,141.57547,土.日.祝祭日,,,8:30~17:30,,,"明治39年(1906年)創業。社名のいわれは「陸中の国 折壁村(現 岩手県一関市)で酒造りを始めた時、その新酒を新しい枡に入れ室根神社に献上。ますます佳き酒が出来ますようにと夜を徹して祈願を込めていたところ、明けの明星がご神鏡に映り、その光が今度は献上の酒に丸やかに輝いたところから、吉兆をばかりに喜び、早速屋号を 角星 かくぼし とした」と云われています。＜最新の情報はコチラから＞Facebook：<a href=""https://www.facebook.com/kakuboshi"" rel=""noopener noreferrer"" target=""_blank"">https://www.facebook.com/kakuboshi</a>Twitter：<a href=""https://twitter.com/_kakuboshi_"">https://twitter.com/_kakuboshi_</a>",,"お車をご利用の場合
◆東北自動車道「一関IC」下車→国道284号線を気仙沼方面へ約1時間10分
◆三陸道「気仙沼IC」下車→国道45号線を気仙沼方面へ約10分

公共交通機関をご利用の場合
◆JR一ノ関駅より大船渡線→気仙沼駅下車→タクシーで10分
◆仙台駅・一ノ関駅からそれぞれ気仙沼直通バスも運行中",有・2台,,株式会社 角星,0226-22-0101,,,,http://kakuboshi.co.jp/,
042161,0000000916,宮城県,富谷市,内ヶ崎酒造店,ウチガサキシュゾウテン,,,宮城県富谷市富谷新町27,,38.371807,140.869446,日曜、祝日,,,8：30～17：00　見学対応9：00～16：00,見学無料,,内ヶ崎酒造店の酒造りは、寛文元年（1661年）、奥州街道の宿場町で始まりました。時代に流されず、手造りにこだわり、ゆったりした香り、やわらかな味わいの銘酒を生み出し続けています。近年では米国・英国などへの輸出を通じ、日本文化である「酒」を世界に広めるべく努めています。,,仙台市地下鉄　泉中央駅より車で約20分,約３台,,合資会社内ヶ崎酒造店,022-358-2026,,,,https://www.uchigasaki.com,
042021,0000000917,宮城県,石巻市,みやぎ東日本大震災津波伝承館（宮城県）,ミヤギヒガシニホンダイシンサイツナミデンショウカン,,,宮城県石巻市南浜町２丁目１－５６,,38.418476,141.30484,"毎週月曜（祝日の場合は開館、翌日休み）
祝日の翌日（土日・GW期間は除く）
年末年始（12/29～1/4）
※毎月11日は曜日・祝日にかかわらず開館",,,9:00～17:00,無料,,石巻南浜津波復興祈念公園内に整備された当施設では、リアルな映像や人々の証言から津波の恐ろしさを伝えるシアターや、県内各地で活動する語り部や地域を元気にし、立ち上がらせる活動に取り組む団体等を紹介するコーナーなどがあります。それぞれの展示から、津波から命を守る術を考え、学ぶことが出来るほか、県内各地にある伝承施設などに訪れるきっかけを得られます。,,"＜お車をご利用の場合＞
　 　仙台から：三陸縦貫自動車道経由で約70分
　　 最寄りインター：「石巻港IC」，「石巻河南IC」 各ICから約15分
　＜バスをご利用の場合＞
　 　石巻駅前バス乗り場2番より「山下門脇線」乗車「門脇四丁目」下車  所要時間：約12分
　＜タクシーをご利用の場合＞
　 　石巻駅前から約10分
　＜自転車をご利用の場合＞
　　 石巻駅前から約15分
     ※所要時間はおおよその目安です。ご利用の際は，最新の時刻表等をご確認ください。","無料駐車場：門脇駐車場
普通車229台，大型車9台，身障者等優先5台，自転車10台",,みやぎ東日本大震災津波伝承館,0225-98-8081,,,,https://www.pref.miyagi.jp/soshiki/densho/miyagi-denshokan.html,
040002,0000000918,宮城県,,みやぎ防災教育副読本「未来へのきずな」,ミヤギボウサイキョウイクフクドクホン,,,宮城県,,,,,,,,,,この副読本は，東日本大震災を経験した本県(宮城県）の子どもたちが，将来，どのような災害にあっても，自分の命を守り，共に助け合い，生き抜いていくことができるように，防災について考え，行動し，きずなを大切にしていけることを願って作成している。副読本・「未来へのきずな」（園児向け）　絵本『みんなえがおで』・「未来へのきずな」（小学校1年・2年）・「未来へのきずな」（小学校3年・4年）・「未来への絆」　　（小学校5年・6年）・「未来への絆」　　（中学校）・「未来への絆」　　（高等学校）,,,,,,,,,,https://www.pref.miyagi.jp/soshiki/hotai/fukudokuhon.html,
044458,0000000919,宮城県,加美町,加美町グリーン・ツーリズム推進会議(受入組織/宮城県）,カミマチグリーンツーリズムスイシンカイギ,,,宮城県加美町長壇７５－２　加美町小野田支所内,,38.596207,140.745514,,,,,要相談,,●学習のねらい・学習効果　①ふだん体験できない田植えや野菜の苗の植え付けなどを通じて、土や水、植物や生物に触れ、自然を感じながら、作物の成長や収穫の喜びを味わえます。　②地域の特性を生かし生活をしている加美町の知恵を学べます。　③農家に泊まって共に暮らし、農家の文化を知る事がｄけいます。それは皆さんにとって非日常的な体験で、新鮮な驚きが多く見つけられるはずです。　④平成29年12月には、大崎地域農業遺産に認定された先人たちが築いた水管理システムにおいての農業との係りを知る事ができます。　　　※2021年3月　みやぎ感DOプログラム　宮城県教育旅行ガイドブックより参照,,古川ICより車で50分,,,加美町グリーン・ツーリズム推進会議,"０２２９－６７－５１２３
",,,,https://kamigt.chagasi.com/,
042021,0000000920,宮城県,石巻市,石巻市震災遺構大川小学校・大川震災伝承館（宮城県）,イシノマキシ　シンサイイコウオオカワショウガッコウ・オオカワシンサイデンショウカン,,,宮城県石巻市釜谷字韮島94番地,,38.543697,141.436813,"【石巻市震災遺構大川小学校】
　　年中無休
【大川震災伝承館】
　　休館日
　　　毎週水曜日（水曜日が祝日の場合は開館し、翌日休館）
　　　年末年始（12月29日から1月3日）
　　特別開館日
　　　毎月11日
　　　6月12日（みやぎ県民防災の日）
　　　9月1日（防災の日）
　　　11月5日（世界津波の日）",,,"【石巻市震災遺構大川小学校】
　　午前9時から午後5時まで
【大川震災伝承館】
　　午前9時から午後5時まで
　　（入館時間は午後4時30分まで）",無料,,【石巻市震災遺構大川小学校】2011年3月11日の東日本大震災の津波により、大川小学校の児童・教職員84名、大川地区全体で418名の方々が犠牲となりました。犠牲者の慰霊・追悼の場とするとともに、震災被害の事実や、学校における事前防災と避難の重要性を伝えていくことを目的に公開します。【大川震災伝承館】石巻市震災遺構大川小学校の敷地内にある施設で、震災前後の写真等のパネルや地域模型、実物資料を展示する展示室の他、多目的スペースがあります。※大川震災伝承館内にある多目的スペースの全部又は一部を専用利用することが可能です。 利用を希望される方は、下記HPをご参照の上、利用の手続きを行って下さい。,,"【お車の場合】
　三陸縦貫自動車道　河北ICから約20分
【公共交通機関の場合】
　JR石巻駅からタクシー又はレンタカーで約45分
　JR鹿又駅からタクシーで約25分","大型バスの駐車スペースに限りがあるため（5台分）、事前にお電話でご確認ください。
",,,0225-24-6315?,,,,https://www.city.ishinomaki.lg.jp/okawa/index.html,
046060,0000000921,宮城県,南三陸町,南三陸ホテル観洋（宮城県）,ミナミサンリク　ホテルカンヨウ,,,宮城県本吉郡南三陸町志津川字黒崎99-1,,38.700771,141.463928,,,,IN：15：00／OUT：10：00,,,南三陸温泉は、宮城県内では珍しい太平洋沿岸地下2000メートルから湧き出る深層天然温泉。海に突き出たような露天風呂から一面に広がる志津川湾の眺望は、ラムサール条約に登録された絶景です。水平線から昇る朝日の美しさはパワースポットとも呼ばれています。オーシャンビューの客室では、人懐こいウミネコやカモメが皆様をお出迎え。ホテルから送迎している『志津川湾観光船』では、リアス式海岸特有の荒々しい岬や島々【荒島・野島・椿島（国天然記念物）】の景色を眺めながらウミネコと遊び、のんびりとしたクルージングで南三陸の海を楽しめます。お食事は観洋名物『鮑の踊り焼き』や、気仙沼産の『ふかひれの姿煮』に舌鼓。四季折々の海の幸を堪能できる海鮮丼『南三陸キラキラ丼』は、ご夕食や館内の海の見えるレストランでもお楽しみいただけます。海の恵みが凝縮された一品一品を、心ゆくまでご堪能ください。被災したホテルスタッフが震災当時の体験を伝え、防災意識を高めるために役立てて頂こうと毎日欠かさず運行している『震災を風化させない語り部バス』は、2011年からスタートし、町の様子を見て回るだけではわからない実体験を伝えています。研修や教育旅行での貸切運行も受け付けており、防災・減災の考えと震災の教訓を未来へ伝えるための活動として『2017年度　第3回「ジャパン・ツーリズム・アワード」大賞受賞』を受賞しました。当館から徒歩約15分の『海の見える命の森』 は、2016年より南三陸町の町民有志によって整備を開始しました。頂上にはミャンマーの篤志家より送られた『南三陸大仏』が設置され、震災と自然を伝承・学習するのに最適の地理環境である事、小・中学生の&ldquo;総合学習&rdquo;や、高校生・大学生の&ldquo;地域社会との連携教育&rdquo;や&ldquo;地域に根ざした学習活動&rdquo;が可能な『総合的な学習の場』となっています。晴天の際には志津川湾の一望できる絶景が広がります。雄大な太平洋の眺望と、美しい緑の里山に囲まれた南三陸で、温泉、海の幸、そしてここにしかない体験と、特別な旅をお過ごしくださいませ。,,"●三陸自動車道桃生津山ICより車で20分
●仙台駅東口より無料送迎バスあり（毎日13：30発、約120分）",あり,,,0226-46-2442,,,,https://www.mkanyo.jp/,
042021,0000000922,宮城県,石巻市,株式会社金華山観光クルーズ,カブシキガイシャキンカサンカンコウクルーズ,,,宮城県石巻市鮎川浜南43-1 ホエールタウンおしか観光物産交流施設Cottu（コッツ）,,38.297394,141.508667,年中無休で予約受付,,," 運航状況による

定期便（鮎川～金華山）
往10：30発→10：50着
復12：30発→12：50着　","定期船ホエール（鮎川～金華山）往復
大人（中学生以上）　2,500円
小人（小学生）　1,250円
幼児（未就学児）　無料
※身体障害者手帳（1種）または療育手帳（1種）をお持ちの方と本人の介護者（1名）は、旅客運賃が50%引きとなります。
詳細については、お問い合わせ下さい。

海上タクシーくろしお（鮎川～金華山）往復（大人5名様以上から）
大人（中学生以上）　3,000円
小人（小学生）　1,500円
幼児（未就学児）　無料",,"<strong><span style=""font-size: 18px;"">【定期船 ホエール（鮎川～金華山）　所要時間約20分　<strong>70名乗り】</strong></span></strong><span style=""font-size: 18px;""><br><strong><strong>金華山行き定期船ホエール。毎週日曜日に予約制で運航しています。<br>鯨（ホエール）に乗って黄金山神社参拝へ行きませんか？&nbsp;</strong></strong></span><br><span style=""font-size: 18px;""><u>定期船をご利用の方へ</u></span><ul><li><span style=""font-size: 18px;"">定期船ホエールの運航は、天候等で欠航になる事がありますので必ずフリーダイヤル（0120-489-918）までお問い合わせください。</span></li><li><span style=""font-size: 18px;"">団体様のご予約も受付しております。団体様は随時臨時運航いたしますので、ご予約を希望される方、不明な点がある方は、フリーダイヤル（0120-489-918）までご連絡ください。</span></li><li><span style=""font-size: 18px;"">バリアフリー仕様で、船内では高齢の方や車いすの方でも安心してご利用いただけます。<br><br><strong>【海上タクシー　くろしお<strong>（鮎川～金華山）　</strong>所要時間約15分　12名乗モーターボート 】</strong><br><strong>グループや家族連れの方におすすめです。</strong></span><br><span style=""font-size: 18px;""><strong>名勝・牡鹿半島リアス式海岸を海上から心ゆくまで満喫できます。<br>海上タクシーくろしおでは金華山への運航だけではなく、金華山一周や、網地島（海水浴場）、田代島（ねこ島）、</strong></span><span style=""font-size: 18px;""><strong>釣りなどの送迎もしております。</strong><strong>お気軽にお問い合わせください。&nbsp;</strong></span></li></ul><br><span style=""font-size: 18px;""><u>海上タクシーをご利用の方へ</u></span><ul><li><span style=""font-size: 18px;"">完全予約制となっております。</span></li><li><span style=""font-size: 18px;"">大人往復5名様以上からの運航となります。5名様に満たない場合は、他のお客様との乗り合いもしくは貸切となります。</span></li><li><span style=""font-size: 18px;"">貸切の場合は大人5名様分の料金往復15,000円となります。</span></li><li><span style=""font-size: 18px;"">1時間程度の参拝時間を目安にしております。登山や釣りなど長時間滞在されたい方、宿泊される方は料金が変動しますので、詳しくはお問い合わせください。</span></li><li><span style=""font-size: 18px;"">海上タクシーくろしおは、事前にご予約をいただければ年中無休（天候により欠航）で運航いたします。定期船で時間の合わない方、時間に余裕のない方など、便利にご利用いただけます。鮎川～金華山行定期船ホエールと、海上タクシーくろしお、どちらがお客様の予定に合うかご相談・お問い合わせください。</span></li></ul>",,"■車でお越しの方
カーナビをご利用の方は右記の番号を設定してください。　?0225-45-3377
仙台南I.Cより約100ｋm 120分
石巻駅より約40km 55分

■バスでお越しの方
仙台からお越しの際は石巻駅でお乗り換えが必要です。
ＪR仙台駅から石巻駅までバスで約60分、石巻駅から鮎川港までバスで約80分",無料駐車場有。バス等も駐車可能です。,,,"フリーダイヤル 0120-489-918　通話料無料・携帯電話からもかけられます。
TEL 0225-45-3377　※不在の場合携帯電話に転送されます。",,,,http://kinkasan.com/,
040002,0000000923,宮城県,,宮城県内タクシー研修（班別研修/語り部タクシー）,（ハンベツケンシュウ）ミヤギケンナイタクシーケンシュウ（カタリベタクシー）,,,宮城県,,,,,,,,,,"2012年10月に誕生した「語り部タクシー」。NPO法人宮城復興支援センターの講習を受けたドライバーが、東日本大震災の爪痕が残る場所へご案内し、当時の被害や状況を説明いたします。<br>震災を風化させず、後世に語り継ぎ、同じような被害を出さないために、「語り部ドライバー」が強い責任感を持って被災地をご案内いたしますので、ぜひ被災地の現状をご自身の目でご覧になってください。<br>「語り部タクシー」についてのお問い合わせは、宮城県タクシー協会<img data-fr-image-pasted=""true"" src=""https://taxi-miyagi.com/images/common/tel.png"" alt=""電話番号"" width=""22"" height=""22"" class=""fr-fic fr-dii"">022-288-1113、もしくはHPに掲載している「語り部タクシーのご利用が可能なタクシー会社」へお電話ください&nbsp;※宮城県タクシー協会HPの左側にある「県内の加盟会社・団体」をクリックすると、加盟している県内タクシー会社のタクシー保有台数の目安を、一覧で確認できます。（正式な台数は、各会社に直接お問合せお願いします）",,,,,宮城県タクシー協会,022-288-1113,,,,https://taxi-miyagi.com/storyteller/,
042021,0000000924,宮城県,石巻市,にっこり歳の市,ニッコリトシノイチ,,,宮城県石巻市北上町十三浜字東田１,,38.597572,141.4702,,,,,,,例年12月下旬に開催される年の瀬の恒例イベント。お正月に欠かせない食材のほか、地元で獲れた水産物、農産物の紹介や展示販売が行われ、多くの人で賑わいます。,,三陸自動車道 河北ICより車で約30分,,,北上観光物産交流センター,0225-98-9861,,,,,
041009,0000000925,宮城県,仙台市,湯神神社・二ツ岩散策路（作並）,ユカミジンジャ・フタツイワサンサクロ（サクナミ）,,,宮城県仙台市青葉区作並元木（岩松旅館向かい）,,38.349777,140.607468,,,,,,,"湯神神社は、作並温泉で最も古い歴史を持つ岩松旅館が代々土地の守護神、商売繁盛の神として祈願し奉ってきた神社です。白蛇を奉っており、縁結び、子宝安産、無病息災のご利益があるといわれています。また、作並温泉は「恋人の聖地」として認定されており、湯神神社の敷地内には、恋のお湯かけ地蔵が設置されています。湯神神社の裏手の山中にある二ツ岩は、「夫婦（めおと）岩」とも呼ばれ、地元でも知る人ぞ知るパワースポットでしたが、2021年5月に全長200mの散策路が開通し、豊かな自然を満喫できる、癒しの散策路として作並温泉の宿泊客にも人気です。※二ツ岩へはガイドの同行が必要です。詳しくは作並温泉旅館組合にお問い合わせください。<style type=""text/css"">
p, li { white-space: pre-wrap; }
</style><br>",,"JR仙台駅から仙山線に乗車し約40分、JR作並駅で下車し、車で約5分。
JR仙台駅西口バスプールから仙台市営バス作並温泉行に乗車し約1時間10分、作並温泉元湯下車すぐ。
仙台宮城ICから車で30分",,,作並温泉旅館組合（岩松旅館内）,022-395-2320,,,,http://www.sakunami-spa.com/index.html,
